,station_id,station_name,line,layer,station_lat,station_lon,geometry_x,LEFT_FID,RIGHT_FID,zo_usety,municipal,ncessch,geometry_y,boundary_using_id,dist_meters,dist_miles
8598206,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089001738,"LINESTRING Z (231392.0258720949 905647.0411847696 0, 231423.4539334482 905682.2398022559 0)",30419,527.2337945897672,0.3276078915320572
8598207,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089001739,"LINESTRING Z (231392.0258720949 905647.0411847696 0, 231423.4539334482 905682.2398022559 0)",30420,527.2337945897672,0.3276078915320572
8598208,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089001749,"LINESTRING Z (231392.0258720949 905647.0411847696 0, 231423.4539334482 905682.2398022559 0)",30421,527.2337945897672,0.3276078915320572
8598209,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089002561,"LINESTRING Z (231392.0258720949 905647.0411847696 0, 231423.4539334482 905682.2398022559 0)",30422,527.2337945897672,0.3276078915320572
8598210,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089000891,"LINESTRING Z (231392.0258720949 905647.0411847696 0, 231423.4539334482 905682.2398022559 0)",30423,527.2337945897672,0.3276078915320572
8598211,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089001731,"LINESTRING Z (231392.0258720949 905647.0411847696 0, 231423.4539334482 905682.2398022559 0)",30424,527.2337945897672,0.3276078915320572
8598212,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089001732,"LINESTRING Z (231392.0258720949 905647.0411847696 0, 231423.4539334482 905682.2398022559 0)",30425,527.2337945897672,0.3276078915320572
8598213,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089001736,"LINESTRING Z (231392.0258720949 905647.0411847696 0, 231423.4539334482 905682.2398022559 0)",30426,527.2337945897672,0.3276078915320572
8598214,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089001738,"LINESTRING Z (231392.0258720949 905647.0411847696 0, 231423.4539334482 905682.2398022559 0)",30427,527.2337945897672,0.3276078915320572
8598215,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089001739,"LINESTRING Z (231392.0258720949 905647.0411847696 0, 231423.4539334482 905682.2398022559 0)",30428,527.2337945897672,0.3276078915320572
8598216,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089001749,"LINESTRING Z (231392.0258720949 905647.0411847696 0, 231423.4539334482 905682.2398022559 0)",30429,527.2337945897672,0.3276078915320572
8598217,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089002561,"LINESTRING Z (231392.0258720949 905647.0411847696 0, 231423.4539334482 905682.2398022559 0)",30430,527.2337945897672,0.3276078915320572
8598788,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),7120,5033,3,Somerville,251089000891,"LINESTRING Z (231346.3204259498 905105.7157334244 0, 231336.5109611244 905080.7435356735 0)",31001,264.3798553078598,0.1642780258961787
8598789,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),7120,5033,3,Somerville,251089001731,"LINESTRING Z (231346.3204259498 905105.7157334244 0, 231336.5109611244 905080.7435356735 0)",31002,264.3798553078598,0.1642780258961787
8598790,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),7120,5033,3,Somerville,251089001732,"LINESTRING Z (231346.3204259498 905105.7157334244 0, 231336.5109611244 905080.7435356735 0)",31003,264.3798553078598,0.1642780258961787
8598791,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),7120,5033,3,Somerville,251089001736,"LINESTRING Z (231346.3204259498 905105.7157334244 0, 231336.5109611244 905080.7435356735 0)",31004,264.3798553078598,0.1642780258961787
8598792,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),7120,5033,3,Somerville,251089001738,"LINESTRING Z (231346.3204259498 905105.7157334244 0, 231336.5109611244 905080.7435356735 0)",31005,264.3798553078598,0.1642780258961787
8598793,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),7120,5033,3,Somerville,251089001739,"LINESTRING Z (231346.3204259498 905105.7157334244 0, 231336.5109611244 905080.7435356735 0)",31006,264.3798553078598,0.1642780258961787
8598794,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),7120,5033,3,Somerville,251089001749,"LINESTRING Z (231346.3204259498 905105.7157334244 0, 231336.5109611244 905080.7435356735 0)",31007,264.3798553078598,0.1642780258961787
8598795,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),7120,5033,3,Somerville,251089002561,"LINESTRING Z (231346.3204259498 905105.7157334244 0, 231336.5109611244 905080.7435356735 0)",31008,264.3798553078598,0.1642780258961787
8598796,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),7120,5033,3,Somerville,251089000891,"LINESTRING Z (231346.3204259498 905105.7157334244 0, 231336.5109611244 905080.7435356735 0)",31009,264.3798553078598,0.1642780258961787
8598797,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),7120,5033,3,Somerville,251089001731,"LINESTRING Z (231346.3204259498 905105.7157334244 0, 231336.5109611244 905080.7435356735 0)",31010,264.3798553078598,0.1642780258961787
8598798,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),7120,5033,3,Somerville,251089001732,"LINESTRING Z (231346.3204259498 905105.7157334244 0, 231336.5109611244 905080.7435356735 0)",31011,264.3798553078598,0.1642780258961787
8598799,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),7120,5033,3,Somerville,251089001736,"LINESTRING Z (231346.3204259498 905105.7157334244 0, 231336.5109611244 905080.7435356735 0)",31012,264.3798553078598,0.1642780258961787
8598800,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),7120,5033,3,Somerville,251089001738,"LINESTRING Z (231346.3204259498 905105.7157334244 0, 231336.5109611244 905080.7435356735 0)",31013,264.3798553078598,0.1642780258961787
8598801,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),7120,5033,3,Somerville,251089001739,"LINESTRING Z (231346.3204259498 905105.7157334244 0, 231336.5109611244 905080.7435356735 0)",31014,264.3798553078598,0.1642780258961787
8598802,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),7120,5033,3,Somerville,251089001749,"LINESTRING Z (231346.3204259498 905105.7157334244 0, 231336.5109611244 905080.7435356735 0)",31015,264.3798553078598,0.1642780258961787
8598803,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),7120,5033,3,Somerville,251089002561,"LINESTRING Z (231346.3204259498 905105.7157334244 0, 231336.5109611244 905080.7435356735 0)",31016,264.3798553078598,0.1642780258961787
8598804,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,3,Somerville,251089000891,"LINESTRING Z (231346.3204259498 905105.7157334244 0, 231336.5109611244 905080.7435356735 0)",31017,264.3798553078598,0.1642780258961787
8598805,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,3,Somerville,251089001731,"LINESTRING Z (231346.3204259498 905105.7157334244 0, 231336.5109611244 905080.7435356735 0)",31018,264.3798553078598,0.1642780258961787
8598806,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,3,Somerville,251089001732,"LINESTRING Z (231346.3204259498 905105.7157334244 0, 231336.5109611244 905080.7435356735 0)",31019,264.3798553078598,0.1642780258961787
8598807,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,3,Somerville,251089001736,"LINESTRING Z (231346.3204259498 905105.7157334244 0, 231336.5109611244 905080.7435356735 0)",31020,264.3798553078598,0.1642780258961787
8598808,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,3,Somerville,251089001738,"LINESTRING Z (231346.3204259498 905105.7157334244 0, 231336.5109611244 905080.7435356735 0)",31021,264.3798553078598,0.1642780258961787
8598809,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,3,Somerville,251089001739,"LINESTRING Z (231346.3204259498 905105.7157334244 0, 231336.5109611244 905080.7435356735 0)",31022,264.3798553078598,0.1642780258961787
8598810,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,3,Somerville,251089001749,"LINESTRING Z (231346.3204259498 905105.7157334244 0, 231336.5109611244 905080.7435356735 0)",31023,264.3798553078598,0.1642780258961787
8598811,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,3,Somerville,251089002561,"LINESTRING Z (231346.3204259498 905105.7157334244 0, 231336.5109611244 905080.7435356735 0)",31024,264.3798553078598,0.1642780258961787
8598812,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,3,Somerville,251089000891,"LINESTRING Z (231346.3204259498 905105.7157334244 0, 231336.5109611244 905080.7435356735 0)",31025,264.3798553078598,0.1642780258961787
8598813,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,3,Somerville,251089001731,"LINESTRING Z (231346.3204259498 905105.7157334244 0, 231336.5109611244 905080.7435356735 0)",31026,264.3798553078598,0.1642780258961787
8598814,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,3,Somerville,251089001732,"LINESTRING Z (231346.3204259498 905105.7157334244 0, 231336.5109611244 905080.7435356735 0)",31027,264.3798553078598,0.1642780258961787
8598815,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,3,Somerville,251089001736,"LINESTRING Z (231346.3204259498 905105.7157334244 0, 231336.5109611244 905080.7435356735 0)",31028,264.3798553078598,0.1642780258961787
8598816,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,3,Somerville,251089001738,"LINESTRING Z (231346.3204259498 905105.7157334244 0, 231336.5109611244 905080.7435356735 0)",31029,264.3798553078598,0.1642780258961787
8598817,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,3,Somerville,251089001739,"LINESTRING Z (231346.3204259498 905105.7157334244 0, 231336.5109611244 905080.7435356735 0)",31030,264.3798553078598,0.1642780258961787
8598818,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,3,Somerville,251089001749,"LINESTRING Z (231346.3204259498 905105.7157334244 0, 231336.5109611244 905080.7435356735 0)",31031,264.3798553078598,0.1642780258961787
8598819,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,3,Somerville,251089002561,"LINESTRING Z (231346.3204259498 905105.7157334244 0, 231336.5109611244 905080.7435356735 0)",31032,264.3798553078598,0.1642780258961787
8600232,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089000891,"LINESTRING Z (231341.8140841007 905250.292679014 0, 231364.8757084207 905245.6300594445 0)",32445,243.73204834789743,0.15144807346838055
8600233,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089001731,"LINESTRING Z (231341.8140841007 905250.292679014 0, 231364.8757084207 905245.6300594445 0)",32446,243.73204834789743,0.15144807346838055
8600234,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089001732,"LINESTRING Z (231341.8140841007 905250.292679014 0, 231364.8757084207 905245.6300594445 0)",32447,243.73204834789743,0.15144807346838055
8600235,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089001736,"LINESTRING Z (231341.8140841007 905250.292679014 0, 231364.8757084207 905245.6300594445 0)",32448,243.73204834789743,0.15144807346838055
8600236,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089001738,"LINESTRING Z (231341.8140841007 905250.292679014 0, 231364.8757084207 905245.6300594445 0)",32449,243.73204834789743,0.15144807346838055
8600237,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089001739,"LINESTRING Z (231341.8140841007 905250.292679014 0, 231364.8757084207 905245.6300594445 0)",32450,243.73204834789743,0.15144807346838055
8600238,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089001749,"LINESTRING Z (231341.8140841007 905250.292679014 0, 231364.8757084207 905245.6300594445 0)",32451,243.73204834789743,0.15144807346838055
8600239,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089002561,"LINESTRING Z (231341.8140841007 905250.292679014 0, 231364.8757084207 905245.6300594445 0)",32452,243.73204834789743,0.15144807346838055
8600240,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089000891,"LINESTRING Z (231341.8140841007 905250.292679014 0, 231364.8757084207 905245.6300594445 0)",32453,243.73204834789743,0.15144807346838055
8600241,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089001731,"LINESTRING Z (231341.8140841007 905250.292679014 0, 231364.8757084207 905245.6300594445 0)",32454,243.73204834789743,0.15144807346838055
8600242,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089001732,"LINESTRING Z (231341.8140841007 905250.292679014 0, 231364.8757084207 905245.6300594445 0)",32455,243.73204834789743,0.15144807346838055
8600243,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089001736,"LINESTRING Z (231341.8140841007 905250.292679014 0, 231364.8757084207 905245.6300594445 0)",32456,243.73204834789743,0.15144807346838055
8600244,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089001738,"LINESTRING Z (231341.8140841007 905250.292679014 0, 231364.8757084207 905245.6300594445 0)",32457,243.73204834789743,0.15144807346838055
8600245,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089001739,"LINESTRING Z (231341.8140841007 905250.292679014 0, 231364.8757084207 905245.6300594445 0)",32458,243.73204834789743,0.15144807346838055
8600246,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089001749,"LINESTRING Z (231341.8140841007 905250.292679014 0, 231364.8757084207 905245.6300594445 0)",32459,243.73204834789743,0.15144807346838055
8600247,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089002561,"LINESTRING Z (231341.8140841007 905250.292679014 0, 231364.8757084207 905245.6300594445 0)",32460,243.73204834789743,0.15144807346838055
8600264,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089000891,"LINESTRING Z (230628.0817162186 905386.0915901939 0, 230605.8879822521 905422.8811210585 0)",32477,506.72363496345434,0.3148634691920772
8600265,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089001731,"LINESTRING Z (230628.0817162186 905386.0915901939 0, 230605.8879822521 905422.8811210585 0)",32478,506.72363496345434,0.3148634691920772
8600266,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089001732,"LINESTRING Z (230628.0817162186 905386.0915901939 0, 230605.8879822521 905422.8811210585 0)",32479,506.72363496345434,0.3148634691920772
8600267,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089001736,"LINESTRING Z (230628.0817162186 905386.0915901939 0, 230605.8879822521 905422.8811210585 0)",32480,506.72363496345434,0.3148634691920772
8600268,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089001738,"LINESTRING Z (230628.0817162186 905386.0915901939 0, 230605.8879822521 905422.8811210585 0)",32481,506.72363496345434,0.3148634691920772
8600269,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089001739,"LINESTRING Z (230628.0817162186 905386.0915901939 0, 230605.8879822521 905422.8811210585 0)",32482,506.72363496345434,0.3148634691920772
8600270,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089001749,"LINESTRING Z (230628.0817162186 905386.0915901939 0, 230605.8879822521 905422.8811210585 0)",32483,506.72363496345434,0.3148634691920772
8600271,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089002561,"LINESTRING Z (230628.0817162186 905386.0915901939 0, 230605.8879822521 905422.8811210585 0)",32484,506.72363496345434,0.3148634691920772
8600272,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089000891,"LINESTRING Z (230628.0817162186 905386.0915901939 0, 230605.8879822521 905422.8811210585 0)",32485,506.72363496345434,0.3148634691920772
8600273,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089001731,"LINESTRING Z (230628.0817162186 905386.0915901939 0, 230605.8879822521 905422.8811210585 0)",32486,506.72363496345434,0.3148634691920772
8600274,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089001732,"LINESTRING Z (230628.0817162186 905386.0915901939 0, 230605.8879822521 905422.8811210585 0)",32487,506.72363496345434,0.3148634691920772
8600275,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089001736,"LINESTRING Z (230628.0817162186 905386.0915901939 0, 230605.8879822521 905422.8811210585 0)",32488,506.72363496345434,0.3148634691920772
8600276,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089001738,"LINESTRING Z (230628.0817162186 905386.0915901939 0, 230605.8879822521 905422.8811210585 0)",32489,506.72363496345434,0.3148634691920772
8600277,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089001739,"LINESTRING Z (230628.0817162186 905386.0915901939 0, 230605.8879822521 905422.8811210585 0)",32490,506.72363496345434,0.3148634691920772
8600278,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089001749,"LINESTRING Z (230628.0817162186 905386.0915901939 0, 230605.8879822521 905422.8811210585 0)",32491,506.72363496345434,0.3148634691920772
8600279,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,1,Somerville,251089002561,"LINESTRING Z (230628.0817162186 905386.0915901939 0, 230605.8879822521 905422.8811210585 0)",32492,506.72363496345434,0.3148634691920772
8600296,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,0,Somerville,251089000891,"LINESTRING Z (230465.7133409154 905635.8365400534 0, 230449.5322522125 905614.5913599493 0)",32509,767.4555967028624,0.4768747991124721
8600297,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,0,Somerville,251089001731,"LINESTRING Z (230465.7133409154 905635.8365400534 0, 230449.5322522125 905614.5913599493 0)",32510,767.4555967028624,0.4768747991124721
8600298,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,0,Somerville,251089001732,"LINESTRING Z (230465.7133409154 905635.8365400534 0, 230449.5322522125 905614.5913599493 0)",32511,767.4555967028624,0.4768747991124721
8600299,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,0,Somerville,251089001736,"LINESTRING Z (230465.7133409154 905635.8365400534 0, 230449.5322522125 905614.5913599493 0)",32512,767.4555967028624,0.4768747991124721
8600300,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,0,Somerville,251089001738,"LINESTRING Z (230465.7133409154 905635.8365400534 0, 230449.5322522125 905614.5913599493 0)",32513,767.4555967028624,0.4768747991124721
8600301,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,0,Somerville,251089001739,"LINESTRING Z (230465.7133409154 905635.8365400534 0, 230449.5322522125 905614.5913599493 0)",32514,767.4555967028624,0.4768747991124721
8600302,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,0,Somerville,251089001749,"LINESTRING Z (230465.7133409154 905635.8365400534 0, 230449.5322522125 905614.5913599493 0)",32515,767.4555967028624,0.4768747991124721
8600303,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,0,Somerville,251089002561,"LINESTRING Z (230465.7133409154 905635.8365400534 0, 230449.5322522125 905614.5913599493 0)",32516,767.4555967028624,0.4768747991124721
8600304,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,0,Somerville,251089000891,"LINESTRING Z (230465.7133409154 905635.8365400534 0, 230449.5322522125 905614.5913599493 0)",32517,767.4555967028624,0.4768747991124721
8600305,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,0,Somerville,251089001731,"LINESTRING Z (230465.7133409154 905635.8365400534 0, 230449.5322522125 905614.5913599493 0)",32518,767.4555967028624,0.4768747991124721
8600306,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,0,Somerville,251089001732,"LINESTRING Z (230465.7133409154 905635.8365400534 0, 230449.5322522125 905614.5913599493 0)",32519,767.4555967028624,0.4768747991124721
8600307,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,0,Somerville,251089001736,"LINESTRING Z (230465.7133409154 905635.8365400534 0, 230449.5322522125 905614.5913599493 0)",32520,767.4555967028624,0.4768747991124721
8600308,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,0,Somerville,251089001738,"LINESTRING Z (230465.7133409154 905635.8365400534 0, 230449.5322522125 905614.5913599493 0)",32521,767.4555967028624,0.4768747991124721
8600309,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,0,Somerville,251089001739,"LINESTRING Z (230465.7133409154 905635.8365400534 0, 230449.5322522125 905614.5913599493 0)",32522,767.4555967028624,0.4768747991124721
8600310,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,0,Somerville,251089001749,"LINESTRING Z (230465.7133409154 905635.8365400534 0, 230449.5322522125 905614.5913599493 0)",32523,767.4555967028624,0.4768747991124721
8600311,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),0,0,0,Somerville,251089002561,"LINESTRING Z (230465.7133409154 905635.8365400534 0, 230449.5322522125 905614.5913599493 0)",32524,767.4555967028624,0.4768747991124721
8601343,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),7709,1031,1,Somerville,251089000891,"LINESTRING Z (231700.9193181336 905664.3983140751 0, 231655.2871962043 905598.3815173103 0)",33556,677.8665434979129,0.42120674231109867
8601344,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),7709,1031,1,Somerville,251089001731,"LINESTRING Z (231700.9193181336 905664.3983140751 0, 231655.2871962043 905598.3815173103 0)",33557,677.8665434979129,0.42120674231109867
8601345,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),7709,1031,1,Somerville,251089001732,"LINESTRING Z (231700.9193181336 905664.3983140751 0, 231655.2871962043 905598.3815173103 0)",33558,677.8665434979129,0.42120674231109867
8601346,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),7709,1031,1,Somerville,251089001736,"LINESTRING Z (231700.9193181336 905664.3983140751 0, 231655.2871962043 905598.3815173103 0)",33559,677.8665434979129,0.42120674231109867
8601347,237,Davis,RED,MBTA_NODES,42.39675185636227,-71.12223401928372,POINT (231102.0043999999 905206.7423999866),7709,1031,1,Somerville,251089001738,"LINESTRING Z (231700.9193181336 905664.3983140751 0, 231655.2871962043 905598.3815173103 0)",33560,677.8665434979129,0.42120674231109867
