station_id,station_name,line,layer,station_lat,station_lon,geometry,length_m,error
19,Fairbanks Street,GREEN,MBTA_NODES,42.33964025614935,-71.13129703270397,POINT (-71.13129703270397 42.33964025614934),7557.0,
20,Brandon Hall,GREEN,MBTA_NODES,42.34005363816764,-71.12865720041415,POINT (-71.12865720041415 42.34005363816764),6814.0,
21,Summit Ave/Winchester St,GREEN,MBTA_NODES,42.34102836524752,-71.12578786977899,POINT (-71.12578786977899 42.34102836524752),6516.0,
22,Coolidge Corner,GREEN,MBTA_NODES,42.34214998557562,-71.12129543780442,POINT (-71.12129543780442 42.34214998557562),6143.0,
23,Saint Paul Street,GREEN,MBTA_NODES,42.34321042469037,-71.11718908593329,POINT (-71.11718908593329 42.34321042469037),5788.0,
24,Kent Street,GREEN,MBTA_NODES,42.34401012128091,-71.11429128686976,POINT (-71.11429128686976 42.34401012128091),5530.0,
25,Hawes Street,GREEN,MBTA_NODES,42.34485991616288,-71.11117480120801,POINT (-71.11117480120801 42.34485991616288),5241.0,
26,Saint Marys Street,GREEN,MBTA_NODES,42.34598737155024,-71.10723956448349,POINT (-71.10723956448349 42.34598737155024),4799.0,
27,Fenway,GREEN,MBTA_NODES,42.34515863711736,-71.10460442804983,POINT (-71.10460442804983 42.34515863711736),4684.0,
28,Longwood,GREEN,MBTA_NODES,42.341669116547045,-71.10993456944726,POINT (-71.10993456944726 42.34166911654705),5780.0,
29,Brookline Village,GREEN,MBTA_NODES,42.33259466444778,-71.11682793517372,POINT (-71.11682793517372 42.33259466444778),6403.0,
30,Brookline Hills,GREEN,MBTA_NODES,42.33129459027273,-71.1267274031737,POINT (-71.1267274031737 42.33129459027273),8164.0,
31,Beaconsfield,GREEN,MBTA_NODES,42.33569218472981,-71.14025927261312,POINT (-71.14025927261312 42.33569218472981),8284.0,
32,Reservoir,GREEN,MBTA_NODES,42.335139909036485,-71.14837901822938,POINT (-71.14837901822938 42.33513990903649),12456.0,
33,Chestnut Hill,GREEN,MBTA_NODES,42.32674178162948,-71.16460873449554,POINT (-71.16460873449554 42.32674178162948),11937.0,
34,Newton Centre,GREEN,MBTA_NODES,42.3294154875297,-71.19236980764195,POINT (-71.19236980764195 42.3294154875297),16559.0,
35,Newton Highlands,GREEN,MBTA_NODES,42.32235408060331,-71.20550185798365,POINT (-71.20550185798365 42.32235408060331),18135.0,
36,Eliot,GREEN,MBTA_NODES,42.31897816711644,-71.2165880469504,POINT (-71.21658804695041 42.31897816711644),19273.0,
37,Woodland,GREEN,MBTA_NODES,42.33283282398844,-71.24326789756216,POINT (-71.24326789756216 42.33283282398844),17873.0,
38,Riverside,GREEN,MBTA_NODES,42.33739840813053,-71.25255434001781,POINT (-71.25255434001781 42.33739840813053),18712.0,
39,Downtown Crossing,ORANGE/RED,MBTA_NODES,42.35543397801344,-71.06051209466872,POINT (-71.06051209466872 42.35543397801344),527.0,
40,Park Street,GREEN/RED,MBTA_NODES,42.35620326817115,-71.06230983470068,POINT (-71.06230983470068 42.35620326817115),767.0,
41,JFK/UMass,RED,MBTA_NODES,42.32063650945969,-71.05236076657424,POINT (-71.05236076657424 42.32063650945969),3981.0,
42,State,BLUE/ORANGE,MBTA_NODES,42.35879934320049,-71.05781905424712,POINT (-71.05781905424712 42.35879934320049),1091.0,
43,Roxbury Crossing,ORANGE,MBTA_NODES,42.33086764562735,-71.09600501912232,POINT (-71.09600501912232 42.33086764562735),4944.0,
44,Airport Terminal B2,SILVER,MBTA_NODES,42.36307521090779,-71.01836771345887,POINT (-71.01836771345887 42.36307521090779),7856.0,
45,Design Center,SILVER,MBTA_NODES,42.34458204262589,-71.03460702341447,POINT (-71.03460702341447 42.34458204262589),2717.0,
46,Lenox St,SILVER,MBTA_NODES,42.3351666595186,-71.07854226688733,POINT (-71.07854226688733 42.3351666595186),3097.0,
47,Massachusetts Ave,SILVER,MBTA_NODES,42.33624966790448,-71.07719975835843,POINT (-71.07719975835843 42.33624966790448),2921.0,
48,Newton Street,SILVER,MBTA_NODES,42.33869085304909,-71.07375725814244,POINT (-71.07375725814244 42.33869085304909),2533.0,
49,Union Park Street,SILVER,MBTA_NODES,42.34143480440312,-71.06921600632411,POINT (-71.06921600632411 42.34143480440312),2079.0,
50,East Berkeley Street,SILVER,MBTA_NODES,42.3437744818671,-71.06619602685075,POINT (-71.06619602685075 42.3437744818671),1692.0,
51,Herald Street,SILVER,MBTA_NODES,42.34562558200228,-71.06489500040313,POINT (-71.06489500040313 42.34562558200228),1427.0,
52,Worcester Square,SILVER,MBTA_NODES,42.33755503470711,-71.07539890805542,POINT (-71.07539890805542 42.33755503470711),2736.0,
